10000.000, 18000.000, 0
10100.000, 18000.000, 0
10200.000, 18000.000, 0
10300.000, 18000.000, 0
10400.000, 18000.000, 0
10500.000, 18000.000, 0
10600.000, 18000.000, 0
10700.000, 18000.000, 0
10800.000, 18000.000, 0
10900.000, 18000.000, 0
11000.000, 18000.000, 0
11100.000, 18000.000, 0
11200.000, 18000.000, 0
11300.000, 18000.000, 0
11400.000, 18000.000, 0
11500.000, 18000.000, 0
11600.000, 18000.000, 0
11700.000, 18000.000, 0
11800.000, 18000.000, 0
11900.000, 18000.000, 0
12000.000, 18000.000, 0
12100.000, 18000.000, 0
12200.000, 18000.000, 0
12300.000, 18000.000, 0
12400.000, 18000.000, 0
12500.000, 18000.000, 0
12600.000, 18000.000, 0
12700.000, 18000.000, 0
12800.000, 18000.000, 0
12900.000, 18000.000, 0
13000.000, 18000.000, 0
13100.000, 18000.000, 0
13200.000, 18000.000, 0
13300.000, 18000.000, 0
13400.000, 18000.000, 0
13500.000, 18000.000, 0
13600.000, 18000.000, 0
13700.000, 18000.000, 0
13800.000, 18000.000, 0
13900.000, 18000.000, 0
14000.000, 18000.000, 0
14100.000, 18000.000, 0
14200.000, 18000.000, 0
14300.000, 18000.000, 0
14400.000, 18000.000, 0
14500.000, 18000.000, 0
14600.000, 18000.000, 0
14700.000, 18000.000, 0
14800.000, 18000.000, 0
14900.000, 18000.000, 0
15000.000, 18000.000, 0
15100.000, 18000.000, 0
15200.000, 18000.000, 0
15300.000, 18000.000, 0
15400.000, 18000.000, 0
15500.000, 18000.000, 0
15600.000, 18000.000, 0
15700.000, 18000.000, 0
15800.000, 18000.000, 0
15900.000, 18000.000, 0
16000.000, 18000.000, 0
16100.000, 18000.000, 0
16200.000, 18000.000, 0
16300.000, 18000.000, 0
16400.000, 18000.000, 0
16500.000, 18000.000, 0
16600.000, 18000.000, 0
16700.000, 18000.000, 0
16800.000, 18000.000, 0
16900.000, 18000.000, 0
17000.000, 18000.000, 0
17100.000, 18000.000, 0
17200.000, 18000.000, 0
17300.000, 18000.000, 0
17400.000, 18000.000, 0
17500.000, 18000.000, 0
17600.000, 18000.000, 0
17700.000, 18000.000, 0
17800.000, 18000.000, 0
17900.000, 18000.000, 0
18000.000, 18000.000, 0
18100.000, 18000.000, 0
18200.000, 18000.000, 0
18300.000, 18000.000, 0
18400.000, 18000.000, 0
18500.000, 18000.000, 0
18600.000, 18000.000, 0
18700.000, 18000.000, 0
18800.000, 18000.000, 0
18900.000, 18000.000, 0
19000.000, 18000.000, 0
19100.000, 18000.000, 0
19200.000, 18000.000, 0
