data point,x,y,voltage,current,move number,flag
53,10485.6,10118.999999999998,4.99977,8.283e-09,7,0
54,10485.6,10118.999999999998,4.99972,-1.1156e-08,7,0
55,10485.6,10118.999999999998,5.00003,-1.1337e-08,7,0
56,10485.6,10118.999999999998,4.9999,1.2132e-08,7,0
57,10485.6,10118.999999999998,4.99982,9.381e-09,7,0
58,10485.6,10118.999999999998,4.99991,-1.2065e-08,7,0
59,10485.6,10118.999999999998,5.00008,-6.933e-09,7,0
60,10485.6,10118.999999999998,4.99986,1.4908e-08,7,0
61,10480.6,10138.199999999999,4.99967,4.892e-09,8,0
62,10480.6,10138.199999999999,4.9999,-1.4215e-08,8,0
63,10480.6,10138.199999999999,4.99993,4.471e-09,8,0
64,10480.6,10138.199999999999,4.99996,1.6327e-08,8,0
65,10480.6,10138.199999999999,4.99962,3.163e-09,8,0
66,10480.6,10138.199999999999,4.99986,-1.1056e-08,8,0
67,10480.6,10138.199999999999,5.00002,2.135e-09,8,0
68,10480.6,10138.199999999999,4.99975,1.5212e-08,8,0
69,10480.6,10138.199999999999,4.99971,4.269e-09,8,0
70,10474.6,10157.4,4.99981,-1.1987e-08,8,0
71,10474.6,10157.4,4.99996,1.518e-09,9,0
72,10474.6,10157.4,4.99958,8.479e-09,9,0
73,10474.6,10157.4,4.99974,3.349e-09,9,0
74,10474.6,10157.4,4.99975,-1.0723e-08,9,0
75,10474.6,10157.4,5.0,5.652e-09,9,0
76,10474.6,10157.4,4.99983,1.1619e-08,9,0
77,10474.6,10157.4,4.99965,-2.474e-09,9,0
78,10474.6,10157.4,4.99979,-1.5349e-08,9,0
79,10474.6,10157.4,5.00004,1.117e-08,9,0
80,10474.6,10157.4,4.99989,1.0835e-08,9,0
81,10468.0,10176.199999999999,4.99942,-7.8e-09,10,0
82,10468.0,10176.199999999999,4.99997,-1.182e-08,10,0
83,10468.0,10176.199999999999,5.0001,1.2521e-08,10,0
84,10468.0,10176.199999999999,4.99986,7.766e-09,10,0
85,10468.0,10176.199999999999,4.99966,-1.6046e-08,10,0
86,10468.0,10176.199999999999,5.0,-8.098e-09,10,0
87,10468.0,10176.199999999999,4.99998,1.3364e-08,10,0
88,10460.4,10194.8,4.99975,6.483e-09,10,0
89,10460.4,10194.8,4.99966,-1.2596e-08,11,0
90,10460.4,10194.8,5.00006,-1.0049e-08,11,0
91,10460.4,10194.8,5.00003,1.6915e-08,11,0
92,10460.4,10194.8,4.99966,9.12e-10,11,0
93,10460.4,10194.8,4.99983,-1.2435e-08,11,0
94,10460.4,10194.8,5.00016,-4.14e-10,11,0
95,10460.4,10194.8,4.99986,1.6538e-08,11,0
96,10452.4,10213.0,4.99962,6.87e-10,12,0
97,10452.4,10213.0,4.99992,-1.0124e-08,12,0
98,10452.4,10213.0,5.00008,1.387e-09,12,0
99,10452.4,10213.0,4.99964,1.5178e-08,12,0
100,10452.4,10213.0,4.99979,-2.537e-09,12,0
101,10452.4,10213.0,4.9998,-1.318e-08,12,0
102,10452.4,10213.0,5.00016,1.851e-09,12,0
103,10452.4,10213.0,4.99954,9.969e-09,12,0
104,10443.4,10213.0,4.99972,-2.105e-09,12,0
105,10443.4,10231.0,4.9999,-9.573e-09,13,0
106,10443.4,10231.0,5.00016,6.367e-09,13,0
107,10443.4,10231.0,4.99978,8.312e-09,13,0
108,10443.4,10231.0,4.99965,-8.795e-09,13,0
109,10443.4,10231.0,5.00001,-1.2585e-08,13,0
110,10443.4,10231.0,5.00003,1.1315e-08,13,0
111,10433.8,10231.0,0.59297,2.88057e-07,13,0
112,10433.8,10248.6,-0.0003,2.99985e-07,14,0
113,10433.8,10248.6,-0.00038,2.99984e-07,14,0
114,10433.8,10248.6,-0.00035,2.99985e-07,14,0
115,10433.8,10248.6,-0.00037,2.99983e-07,14,0
116,10433.8,10248.6,-0.00031,2.99985e-07,14,0
117,10433.8,10248.6,-0.00041,2.99984e-07,14,0
118,10423.599999999999,10265.800000000001,-0.00043,2.99985e-07,15,0
119,10423.599999999999,10265.800000000001,-0.00043,2.99983e-07,15,0
120,10423.599999999999,10265.800000000001,-0.00042,2.99984e-07,15,0
121,10423.599999999999,10265.800000000001,-0.00043,2.99985e-07,15,0
122,10423.599999999999,10265.800000000001,-0.00033,2.99985e-07,15,0
123,10423.599999999999,10265.800000000001,-0.00054,2.99983e-07,15,0
124,10423.599999999999,10265.800000000001,-0.00028,2.99983e-07,15,0
125,10412.599999999999,10282.400000000001,-0.00062,2.99983e-07,16,0
126,10412.599999999999,10282.400000000001,-0.00051,2.99986e-07,16,0
127,10412.599999999999,10282.400000000001,-0.00047,2.99985e-07,16,0
128,10412.599999999999,10282.400000000001,-0.00034,2.99983e-07,16,0
129,10412.599999999999,10282.400000000001,-0.00031,2.99984e-07,16,0
130,10412.599999999999,10282.400000000001,-0.00047,2.99983e-07,16,0
131,10412.599999999999,10282.400000000001,-0.00064,2.99985e-07,16,0
132,10400.999999999998,10298.800000000001,-0.00033,2.99984e-07,17,0
133,10400.999999999998,10298.800000000001,-0.00079,2.99986e-07,17,0
134,10400.999999999998,10298.800000000001,-0.00028,2.99985e-07,17,0
135,10400.999999999998,10298.800000000001,-0.00085,2.99985e-07,17,0
136,10400.999999999998,10298.800000000001,-0.00042,2.99984e-07,17,0
137,10400.999999999998,10298.800000000001,-0.00068,2.99983e-07,17,0
138,10388.599999999999,10314.6,-0.00038,2.99984e-07,18,0
139,10388.599999999999,10314.6,-0.00064,2.99983e-07,18,0
140,10388.599999999999,10314.6,-0.00037,2.99985e-07,18,0
141,10388.599999999999,10314.6,-0.00055,2.99983e-07,18,0
142,10388.599999999999,10314.6,-0.00043,2.99984e-07,18,0
143,10388.599999999999,10314.6,-0.00057,2.99985e-07,18,0
144,10388.599999999999,10314.6,-0.00031,2.99984e-07,18,0
145,10375.8,10329.800000000001,-0.00041,2.99985e-07,19,0
146,10375.8,10329.800000000001,-0.00036,2.99983e-07,19,0
147,10375.8,10329.800000000001,0.00043,2.99983e-07,19,0
148,10375.8,10329.800000000001,-0.00047,2.99985e-07,19,0
149,10375.8,10329.800000000001,4.99998,1.9121e-08,19,0
150,10375.8,10329.800000000001,4.99949,4.464e-09,19,0
151,10362.199999999999,10329.800000000001,4.99978,-5.252e-09,19,0
152,10362.199999999999,10344.6,5.00002,-5.097e-09,20,0
153,10362.199999999999,10344.6,4.99992,1.4464e-08,20,0
154,10362.199999999999,10344.6,4.9996,5.64e-09,20,0
155,10362.199999999999,10344.6,4.99983,-1.0042e-08,20,0
156,10362.199999999999,10344.6,5.00013,3.42e-10,20,0
157,10348.199999999999,10344.6,4.99974,1.3288e-08,20,0
158,10348.199999999999,10358.800000000001,4.99974,1.047e-09,21,0
159,10348.199999999999,10358.800000000001,4.99979,-1.175e-08,21,0
160,10348.199999999999,10358.800000000001,5.0001,2.316e-09,21,0
161,10348.199999999999,10358.800000000001,4.99969,1.2994e-08,21,0
162,10348.199999999999,10358.800000000001,4.99979,4.38e-10,21,0
163,10348.199999999999,10358.800000000001,4.99972,-8.448e-09,21,0
164,10348.199999999999,10358.800000000001,5.00009,3.523e-09,21,0
165,10333.599999999999,10372.400000000001,4.99959,1.005e-08,22,0
166,10333.599999999999,10372.400000000001,4.99966,9.45e-10,22,0
167,10333.599999999999,10372.400000000001,4.99978,-1.1979e-08,22,0
168,10333.599999999999,10372.400000000001,5.00012,5.416e-09,22,0
169,10333.599999999999,10372.400000000001,4.99981,5.764e-09,22,0
170,10333.599999999999,10372.400000000001,4.99952,-5.132e-09,22,0
171,10318.399999999998,10385.600000000002,4.99989,-8.879e-09,23,0
172,10318.399999999998,10385.600000000002,5.00015,1.1606e-08,23,0
173,10318.399999999998,10385.600000000002,4.99988,7.814e-09,23,0
174,10318.399999999998,10385.600000000002,4.99976,-9.049e-09,23,0
175,10318.399999999998,10385.600000000002,5.00004,-7.214e-09,23,0
176,10318.399999999998,10385.600000000002,4.99993,1.3398e-08,23,0
177,10318.399999999998,10385.600000000002,4.9999,8.622e-09,23,0
178,10302.799999999997,10398.000000000002,4.99974,-1.0888e-08,24,0
179,10302.799999999997,10398.000000000002,5.00001,-9.752e-09,24,0
180,10302.799999999997,10398.000000000002,5.0,1.7426e-08,24,0
181,10302.799999999997,10398.000000000002,4.99963,4.948e-09,24,0
182,10302.799999999997,10398.000000000002,4.99985,-1.4478e-08,24,0
183,10302.799999999997,10398.000000000002,4.99999,-2.643e-09,24,0
184,10286.599999999997,10398.000000000002,4.99988,1.7e-08,24,0
185,10286.599999999997,10409.800000000001,4.99992,-5.5e-10,25,0
186,10286.599999999997,10409.800000000001,4.99985,-1.4956e-08,25,0
187,10286.599999999997,10409.800000000001,5.00002,7.74e-10,25,0
188,10286.599999999997,10409.800000000001,4.99981,2.0061e-08,25,0
189,10286.599999999997,10409.800000000001,4.99972,-1.003e-09,25,0
190,10286.599999999997,10409.800000000001,4.99983,-1.2521e-08,25,0
191,10269.999999999996,10420.800000000001,5.00003,9.15e-09,26,0
192,10269.999999999996,10420.800000000001,4.99973,1.4669e-08,26,0
193,10269.999999999996,10420.800000000001,4.99949,2.254e-09,26,0
194,10269.999999999996,10420.800000000001,4.99989,-1.1395e-08,26,0
195,10269.999999999996,10420.800000000001,4.99989,6.814e-09,26,0
196,10269.999999999996,10420.800000000001,4.99981,1.0588e-08,26,0
197,10269.999999999996,10420.800000000001,4.99963,-3.441e-09,26,0
198,10252.799999999996,10431.400000000001,4.99983,-1.2262e-08,27,0
199,10252.799999999996,10431.400000000001,4.99986,1.2971e-08,27,0
200,10252.799999999996,10431.400000000001,4.99985,9.583e-09,27,0
201,10252.799999999996,10431.400000000001,4.99969,-9.205e-09,27,0
202,10252.799999999996,10431.400000000001,4.99995,-1.2567e-08,27,0
203,10252.799999999996,10431.400000000001,5.00003,9.364e-09,27,0
204,10252.799999999996,10431.400000000001,4.99971,6.284e-09,27,0
205,10235.399999999996,10441.2,4.99989,-1.0187e-08,28,0
206,10235.399999999996,10441.2,5.00016,-9.631e-09,28,0
207,10235.399999999996,10441.2,5.00015,1.3982e-08,28,0
208,10235.399999999996,10441.2,4.99956,1.0383e-08,28,0
209,10235.399999999996,10441.2,4.99976,-8.995e-09,28,0
210,10235.399999999996,10441.2,4.99997,-3.696e-09,28,0
211,10235.399999999996,10441.2,4.99994,1.6886e-08,28,0
212,10217.599999999997,10450.2,4.99976,5.374e-09,29,0
213,10217.599999999997,10450.2,4.99983,-8.382e-09,29,0
214,10217.599999999997,10450.2,4.9999,2.3e-09,29,0
215,10217.599999999997,10450.2,4.99978,1.6439e-08,29,0
216,10217.599999999997,10450.2,4.99966,3.73e-10,29,0
217,10217.599999999997,10450.2,4.99983,-9.078e-09,29,0
218,10217.599999999997,10450.2,4.99995,3.395e-09,29,0
219,10199.399999999996,10450.2,4.9997,1.287e-08,29,0
220,10199.399999999996,10458.6,4.99954,7.32e-10,30,0
221,10199.399999999996,10458.6,4.99965,-1.4535e-08,30,0
222,10199.399999999996,10458.6,5.0,5.504e-09,30,0
223,10199.399999999996,10458.6,4.99973,9.417e-09,30,0
224,10199.399999999996,10458.6,4.99954,8.74e-10,30,0
225,10199.399999999996,10458.6,4.99996,-1.1394e-08,30,0
226,10180.799999999996,10466.2,5.00028,7.986e-09,31,0
227,10180.799999999996,10466.2,4.99988,8.694e-09,31,0
228,10180.799999999996,10466.2,4.99947,-6.954e-09,31,0
229,10180.799999999996,10466.2,5.00001,-1.5399e-08,31,0
230,10180.799999999996,10466.2,5.00002,1.0781e-08,31,0
231,10180.799999999996,10466.2,4.99977,7.969e-09,31,0
232,10180.799999999996,10466.2,5.00002,-7.74e-09,31,0
233,10180.799999999996,10466.2,5.00004,-6.315e-09,31,0
234,10180.799999999996,10466.2,5.00006,1.3918e-08,31,0
235,10162.199999999995,10473.0,4.9999,6.858e-09,32,0
236,10162.199999999995,10473.0,4.99986,-6.413e-09,32,0
237,10162.199999999995,10473.0,4.99988,-3.458e-09,32,0
238,10162.199999999995,10473.0,4.99989,1.3447e-08,32,0
239,10162.199999999995,10473.0,4.99989,3.368e-09,32,0
240,10162.199999999995,10473.0,4.9998,-8.567e-09,32,0
241,10162.199999999995,10473.0,4.99997,-1.526e-09,32,0
242,10162.199999999995,10473.0,4.99987,1.4003e-08,32,0
243,10162.199999999995,10473.0,4.99969,-8.12e-10,32,0
244,10162.199999999995,10473.0,4.99983,-1.3053e-08,32,0
245,10142.999999999995,10479.2,4.99993,1.224e-09,33,0
246,10142.999999999995,10479.2,4.99968,1.1892e-08,33,0
247,10142.999999999995,10479.2,4.99981,1.399e-09,33,0
248,10142.999999999995,10479.2,4.99963,-1.53e-08,33,0
249,10142.999999999995,10479.2,4.9999,8.3e-10,33,0
250,10142.999999999995,10479.2,4.99976,1.1382e-08,33,0
251,10142.999999999995,10479.2,4.99959,-3.158e-09,33,0
252,10142.999999999995,10479.2,4.9999,-7.005e-09,33,0
253,10123.799999999994,10484.400000000001,4.99995,5.812e-09,34,0
254,10123.799999999994,10484.400000000001,4.99978,6.731e-09,34,0
255,10123.799999999994,10484.400000000001,4.9996,-4.475e-09,34,0
256,10123.799999999994,10484.400000000001,4.99988,-1.0096e-08,34,0
257,10123.799999999994,10484.400000000001,4.99993,8.197e-09,34,0
258,10123.799999999994,10484.400000000001,4.99989,7.511e-09,34,0
259,10123.799999999994,10484.400000000001,4.99968,-7.841e-09,34,0
260,10123.799999999994,10484.400000000001,5.00003,-9.959e-09,34,0
261,10123.799999999994,10484.400000000001,4.99986,9.946e-09,34,0
262,10104.199999999993,10489.000000000002,4.99988,5.563e-09,35,0
263,10104.199999999993,10489.000000000002,4.99967,-8.335e-09,35,0
264,10104.199999999993,10489.000000000002,5.00005,-7.035e-09,35,0
265,10104.199999999993,10489.000000000002,4.9999,1.3019e-08,35,0
266,10104.199999999993,10489.000000000002,4.99976,4.56e-09,35,0
267,10104.199999999993,10489.000000000002,4.99985,-8.505e-09,35,0
268,10104.199999999993,10489.000000000002,5.00012,-7.58e-09,35,0
269,10084.599999999993,10492.800000000001,4.99985,1.0594e-08,36,0
270,10084.599999999993,10492.800000000001,4.99962,5.148e-09,36,0
271,10084.599999999993,10492.800000000001,4.99983,-7.429e-09,36,0
272,10084.599999999993,10492.800000000001,5.00002,-1.84e-10,36,0
273,10084.599999999993,10492.800000000001,4.9998,1.4285e-08,36,0
274,10084.599999999993,10492.800000000001,4.99963,2.911e-09,36,0
275,10084.599999999993,10492.800000000001,4.99989,-9.432e-09,36,0
276,10064.799999999994,10495.800000000001,4.99993,7.07e-10,37,0
277,10064.799999999994,10495.800000000001,4.99969,8.006e-09,37,0
278,10064.799999999994,10495.800000000001,4.99971,5.07e-10,37,0
279,10064.799999999994,10495.800000000001,4.99975,-8.954e-09,37,0
280,10064.799999999994,10495.800000000001,5.0,2.329e-09,37,0
281,10064.799999999994,10495.800000000001,4.99971,9.506e-09,37,0
282,10064.799999999994,10495.800000000001,4.9995,-7.35e-10,37,0
283,10064.799999999994,10495.800000000001,4.99983,-1.202e-08,37,0
284,10044.999999999995,10498.000000000002,5.00013,3.004e-09,38,0
285,10044.999999999995,10498.000000000002,4.99982,6.326e-09,38,0
286,10044.999999999995,10498.000000000002,4.99964,-8.679e-09,38,0
287,10044.999999999995,10498.000000000002,4.99986,-1.0413e-08,38,0
288,10044.999999999995,10498.000000000002,4.99992,1.0269e-08,38,0
289,10044.999999999995,10498.000000000002,4.99977,5.749e-09,38,0
290,10044.999999999995,10498.000000000002,4.99988,-7.998e-09,38,0
291,10024.999999999995,10499.400000000001,5.00004,-7.335e-09,39,0
292,10024.999999999995,10499.400000000001,4.99979,1.1525e-08,39,0
293,10024.999999999995,10499.400000000001,4.99972,6.461e-09,39,0
294,10024.999999999995,10499.400000000001,4.99979,-8.893e-09,39,0
295,10024.999999999995,10499.400000000001,5.00008,-3.334e-09,39,0
296,10024.999999999995,10499.400000000001,5.00005,1.1061e-08,39,0
297,10024.999999999995,10499.400000000001,4.99979,6.813e-09,39,0
298,10004.999999999995,10500.000000000002,4.99993,-9.849e-09,40,0
299,10004.999999999995,10500.000000000002,5.0001,-1.826e-09,40,0
300,10004.999999999995,10500.000000000002,4.99986,1.4256e-08,40,0
301,10004.999999999995,10500.000000000002,5.0,-1.122e-09,40,0
302,10004.999999999995,10500.000000000002,4.99985,-1.107e-08,40,0
303,10004.999999999995,10500.000000000002,4.99998,-1.665e-09,40,0
304,10004.999999999995,10500.000000000002,4.99973,1.2926e-08,40,0
305,9984.999999999995,10500.000000000002,4.99961,-9.24e-10,40,0
306,9984.999999999995,10499.800000000001,4.99993,-1.2759e-08,41,0
307,9984.999999999995,10499.800000000001,4.99994,-4.49e-10,41,0
308,9984.999999999995,10499.800000000001,4.99979,9.348e-09,41,0
309,9984.999999999995,10499.800000000001,4.9996,4.19e-10,41,0
310,9984.999999999995,10499.800000000001,4.9999,-9.61e-09,41,0
311,9984.999999999995,10499.800000000001,5.00008,4.334e-09,41,0
312,9984.999999999995,10499.800000000001,4.99984,9.994e-09,41,0
313,9964.999999999995,10498.800000000001,4.99967,-3.009e-09,41,0
314,9964.999999999995,10498.800000000001,5.00004,-1.2699e-08,42,0
315,9964.999999999995,10498.800000000001,5.00008,9.701e-09,42,0
316,9964.999999999995,10498.800000000001,4.99983,5.7e-09,42,0
317,9964.999999999995,10498.800000000001,4.99986,-7.062e-09,42,0
318,9964.999999999995,10498.800000000001,4.99993,-8.856e-09,42,0
319,9964.999999999995,10498.800000000001,5.00006,1.148e-08,42,0
320,9964.999999999995,10498.800000000001,4.99989,9.547e-09,42,0
321,9964.999999999995,10498.800000000001,4.99995,-8.894e-09,42,0
322,9944.999999999995,10497.000000000002,5.00003,-8.034e-09,43,0
323,9944.999999999995,10497.000000000002,5.00017,9.427e-09,43,0
324,9944.999999999995,10497.000000000002,4.99982,5.983e-09,43,0
325,9944.999999999995,10497.000000000002,4.99979,-7.62e-09,43,0
326,9944.999999999995,10497.000000000002,5.00003,-6.485e-09,43,0
327,9944.999999999995,10497.000000000002,4.99992,1.5572e-08,43,0
328,9944.999999999995,10497.000000000002,4.99968,4.856e-09,43,0
329,9925.199999999995,10494.400000000001,4.99971,-1.0715e-08,44,0
330,9925.199999999995,10494.400000000001,4.99987,-5.993e-09,44,0
331,9925.199999999995,10494.400000000001,4.99979,1.0686e-08,44,0
332,9925.199999999995,10494.400000000001,4.99963,5.45e-10,44,0
333,9925.199999999995,10494.400000000001,4.99983,-1.1514e-08,44,0
334,9925.199999999995,10494.400000000001,5.00009,-7.44e-10,44,0
335,9925.199999999995,10494.400000000001,4.99963,1.2766e-08,44,0
336,9905.599999999995,10491.000000000002,4.99962,2.01e-09,45,0
337,9905.599999999995,10491.000000000002,4.99971,-8.956e-09,45,0
338,9905.599999999995,10491.000000000002,5.00004,-2.015e-09,45,0
339,9905.599999999995,10491.000000000002,4.99963,9.641e-09,45,0
340,9905.599999999995,10491.000000000002,4.99966,-2.966e-09,45,0
341,9905.599999999995,10491.000000000002,4.99971,-1.4463e-08,45,0
342,9905.599999999995,10491.000000000002,5.00018,3.153e-09,45,0
343,9885.999999999995,10491.000000000002,4.9998,1.0926e-08,45,0
344,9885.999999999995,10486.800000000001,4.99965,-7.128e-09,46,0
345,9885.999999999995,10486.800000000001,5.00012,-1.0416e-08,46,0
346,9885.999999999995,10486.800000000001,4.99995,8.295e-09,46,0
347,9885.999999999995,10486.800000000001,4.99979,9.757e-09,46,0
348,9885.999999999995,10486.800000000001,4.99973,-7.411e-09,46,0
349,9885.999999999995,10486.800000000001,5.00002,-1.221e-08,46,0
350,9885.999999999995,10486.800000000001,4.99988,1.1469e-08,46,0
351,9885.999999999995,10486.800000000001,4.99983,8.637e-09,46,0
352,9866.599999999995,10481.800000000001,4.99975,-1.2796e-08,47,0
353,9866.599999999995,10481.800000000001,4.9999,-8.161e-09,47,0
354,9866.599999999995,10481.800000000001,5.0,1.4481e-08,47,0
355,9866.599999999995,10481.800000000001,4.99986,7.119e-09,47,0
356,9866.599999999995,10481.800000000001,4.99982,-1.121e-08,47,0
357,9866.599999999995,10481.800000000001,4.99999,-4.917e-09,47,0
358,9866.599999999995,10481.800000000001,4.99996,1.5164e-08,47,0
359,9866.599999999995,10481.800000000001,4.99985,3.655e-09,47,0
360,9847.399999999994,10476.2,4.99987,-1.1157e-08,48,0
361,9847.399999999994,10476.2,4.99993,1.378e-09,48,0
362,9847.399999999994,10476.2,4.99969,1.5021e-08,48,0
363,9847.399999999994,10476.2,4.99956,1.964e-09,48,0
364,9847.399999999994,10476.2,4.99976,-1.1703e-08,48,0
365,9847.399999999994,10476.2,4.99995,-4.85e-10,48,0
366,9847.399999999994,10476.2,4.99951,1.0476e-08,48,0
367,9847.399999999994,10476.2,4.99974,-2.344e-09,48,0
368,9847.399999999994,10476.2,4.99976,-9.713e-09,48,0
369,9828.399999999994,10469.6,5.00011,8.121e-09,49,0
370,9828.399999999994,10469.6,4.99979,1.0968e-08,49,0
371,9828.399999999994,10469.6,4.99985,-9.312e-09,49,0
372,9828.399999999994,10469.6,4.99988,-1.4824e-08,49,0
373,9828.399999999994,10469.6,5.00025,8e-09,49,0
374,9828.399999999994,10469.6,4.9999,8.39e-09,49,0
375,9828.399999999994,10469.6,4.99958,-8.168e-09,49,0
376,9809.799999999994,10469.6,4.99986,-8.808e-09,49,0
377,9809.799999999994,10462.4,4.99995,9.79e-09,50,0
378,9809.799999999994,10462.4,4.99973,1.0055e-08,50,0
379,9809.799999999994,10462.4,4.99977,-5.669e-09,50,0
380,9809.799999999994,10462.4,4.99999,-3.471e-09,50,0
381,9809.799999999994,10462.4,5.00002,1.2207e-08,50,0
382,9809.799999999994,10462.4,4.99992,1.1787e-08,50,0
383,9791.399999999994,10454.4,4.99986,-1.0066e-08,51,0
384,9791.399999999994,10454.4,5.0001,-7.521e-09,51,0
385,9791.399999999994,10454.4,4.99978,1.5383e-08,51,0
386,9791.399999999994,10454.4,4.99981,5.026e-09,51,0
387,9791.399999999994,10454.4,4.99976,-9.482e-09,51,0
388,9791.399999999994,10454.4,5.00006,-2.845e-09,51,0
389,9791.399999999994,10454.4,4.99972,1.6454e-08,51,0
390,9773.399999999994,10445.8,4.99984,4.744e-09,52,0
391,9773.399999999994,10445.8,4.99985,-1.1414e-08,52,0
392,9773.399999999994,10445.8,5.00001,-3.355e-09,52,0
393,9773.399999999994,10445.8,4.99961,1.1715e-08,52,0
394,9773.399999999994,10445.8,4.9998,-6.69e-10,52,0
395,9773.399999999994,10445.8,4.99983,-8.501e-09,52,0
396,9773.399999999994,10445.8,5.00007,2.912e-09,52,0
397,9773.399999999994,10445.8,4.99971,9.876e-09,52,0
398,9755.799999999994,10436.4,4.99961,-1.361e-09,53,0
399,9755.799999999994,10436.4,4.99975,-9.155e-09,53,0
400,9755.799999999994,10436.4,5.00013,5.157e-09,53,0
401,9755.799999999994,10436.4,4.99983,9.321e-09,53,0
402,9755.799999999994,10436.4,4.99955,-3.769e-09,53,0
403,9755.799999999994,10436.4,4.9999,-1.1345e-08,53,0
404,9755.799999999994,10436.4,5.00009,7.326e-09,53,0
405,9738.599999999993,10426.199999999999,4.99989,8.533e-09,54,0
406,9738.599999999993,10426.199999999999,4.99966,-9.864e-09,54,0
407,9738.599999999993,10426.199999999999,4.99994,-1.0082e-08,54,0
408,9738.599999999993,10426.199999999999,4.99997,1.4723e-08,54,0
409,9738.599999999993,10426.199999999999,4.99977,9.552e-09,54,0
410,9738.599999999993,10426.199999999999,4.99972,-1.5211e-08,54,0
411,9721.599999999993,10426.199999999999,4.99994,-5.163e-09,54,0
412,9721.599999999993,10415.4,4.99982,1.5416e-08,55,0
413,9721.599999999993,10415.4,4.9997,5.271e-09,55,0
414,9721.599999999993,10415.4,4.99981,-1.0975e-08,55,0
415,9721.599999999993,10415.4,5.00032,-4.578e-09,55,0
416,9721.599999999993,10415.4,4.99983,1.8962e-08,55,0
417,9721.599999999993,10415.4,4.99943,1.855e-09,55,0
418,9705.199999999993,10404.0,4.99982,-1.4274e-08,56,0
419,9705.199999999993,10404.0,5.00018,5.635e-09,56,0
420,9705.199999999993,10404.0,4.9996,1.5044e-08,56,0
421,9705.199999999993,10404.0,4.99977,1.646e-09,56,0
422,9705.199999999993,10404.0,4.99994,-1.5836e-08,56,0
423,9705.199999999993,10404.0,5.00001,9.162e-09,56,0
424,9705.199999999993,10404.0,4.99947,1.0855e-08,56,0
425,9689.399999999994,10391.8,4.99965,-4.989e-09,57,0
426,9689.399999999994,10391.8,4.99982,-1.5534e-08,57,0
427,9689.399999999994,10391.8,4.99987,7.485e-09,57,0
