data point,x,y,voltage,current,move number,flag
111,10433.8,10248.6,4.99993,1.4147e-08,14,0
112,10433.8,10248.6,4.99994,1.566e-09,14,0
113,10433.8,10248.6,4.99994,-1.9252e-08,14,0
114,10433.8,10248.6,5.00029,4.391e-09,14,0
115,10433.8,10248.6,4.99977,1.4549e-08,14,0
116,10423.599999999999,10265.800000000001,4.99973,-6.851e-09,15,0
117,10423.599999999999,10265.800000000001,5.00019,-1.351e-08,15,0
118,10423.599999999999,10265.800000000001,5.00028,1.0148e-08,15,0
119,10423.599999999999,10265.800000000001,4.99985,6.643e-09,15,0
120,10423.599999999999,10265.800000000001,4.99988,-1.0825e-08,15,0
121,10423.599999999999,10265.800000000001,5.00021,-1.031e-08,15,0
122,10412.599999999999,10282.400000000001,5.00015,1.4945e-08,16,0
123,10412.599999999999,10282.400000000001,4.99997,7.669e-09,16,0
124,10412.599999999999,10282.400000000001,4.99992,-9.762e-09,16,0
125,10412.599999999999,10282.400000000001,5.0002,-3.077e-09,16,0
126,10412.599999999999,10282.400000000001,4.99996,1.6066e-08,16,0
127,10412.599999999999,10282.400000000001,4.99987,2.049e-09,16,0
128,10412.599999999999,10282.400000000001,4.99996,-1.3857e-08,16,0
129,10400.999999999998,10298.800000000001,5.00017,2.965e-09,17,0
130,10400.999999999998,10298.800000000001,4.99977,1.4589e-08,17,0
131,10400.999999999998,10298.800000000001,4.99984,-1.592e-09,17,0
132,10400.999999999998,10298.800000000001,5.00005,-1.3837e-08,17,0
133,10400.999999999998,10298.800000000001,5.00025,7.181e-09,17,0
134,10400.999999999998,10298.800000000001,4.99992,1.2141e-08,17,0
135,10400.999999999998,10298.800000000001,4.99969,-9.659e-09,17,0
136,10388.599999999999,10314.6,5.00007,-1.1313e-08,18,0
137,10388.599999999999,10314.6,5.00022,1.306e-08,18,0
138,10388.599999999999,10314.6,4.9999,9.032e-09,18,0
139,10388.599999999999,10314.6,5.00001,-1.2442e-08,18,0
140,10388.599999999999,10314.6,5.00026,-8.015e-09,18,0
141,10388.599999999999,10314.6,5.00016,1.7558e-08,18,0
142,10375.8,10329.800000000001,4.99992,3.299e-09,19,0
143,10375.8,10329.800000000001,4.99998,-1.389e-08,19,0
144,10375.8,10329.800000000001,5.00005,-2.319e-09,19,0
145,10375.8,10329.800000000001,4.99989,1.561e-08,19,0
146,10375.8,10329.800000000001,4.99989,-1.098e-09,19,0
147,10375.8,10329.800000000001,4.99998,-1.2234e-08,19,0
148,10362.199999999999,10344.6,5.00024,3.397e-09,20,0
149,10362.199999999999,10344.6,5.0,1.1942e-08,20,0
150,10362.199999999999,10344.6,4.99974,-4.288e-09,20,0
151,10362.199999999999,10344.6,5.00005,-1.2302e-08,20,0
152,10362.199999999999,10344.6,5.00016,9.535e-09,20,0
153,10362.199999999999,10344.6,4.99998,8.719e-09,20,0
154,10348.199999999999,10344.6,4.99992,-8.981e-09,20,0
155,10348.199999999999,10358.800000000001,5.00021,-8.796e-09,21,0
156,10348.199999999999,10358.800000000001,5.00017,1.4025e-08,21,0
157,10348.199999999999,10358.800000000001,4.99986,6.655e-09,21,0
158,10348.199999999999,10358.800000000001,5.00008,-1.1082e-08,21,0
159,10348.199999999999,10358.800000000001,5.0001,-3.907e-09,21,0
160,10348.199999999999,10358.800000000001,4.99999,1.2387e-08,21,0
161,10348.199999999999,10358.800000000001,4.99978,2.66e-09,21,0
162,10333.599999999999,10372.400000000001,4.99995,-1.0255e-08,22,0
163,10333.599999999999,10372.400000000001,5.00007,-2.15e-09,22,0
164,10333.599999999999,10372.400000000001,4.99993,9.1e-09,22,0
165,10333.599999999999,10372.400000000001,4.99984,-8.57e-10,22,0
166,10333.599999999999,10372.400000000001,4.99991,-9.353e-09,22,0
167,10333.599999999999,10372.400000000001,5.00019,3.737e-09,22,0
168,10318.399999999998,10385.600000000002,4.99996,7.508e-09,23,0
169,10318.399999999998,10385.600000000002,4.99987,-5.622e-09,23,0
170,10318.399999999998,10385.600000000002,5.00014,-9.894e-09,23,0
171,10318.399999999998,10385.600000000002,5.00009,7.807e-09,23,0
172,10318.399999999998,10385.600000000002,4.99995,7.097e-09,23,0
173,10318.399999999998,10385.600000000002,4.9999,-1.0362e-08,23,0
174,10318.399999999998,10385.600000000002,5.00019,-6.671e-09,23,0
175,10302.799999999997,10398.000000000002,4.99997,1.3986e-08,24,0
176,10302.799999999997,10398.000000000002,4.99985,5.858e-09,24,0
177,10302.799999999997,10398.000000000002,5.00001,-1.0276e-08,24,0
178,10302.799999999997,10398.000000000002,5.00005,1.232e-09,24,0
179,10302.799999999997,10398.000000000002,4.99989,1.2653e-08,24,0
180,10302.799999999997,10398.000000000002,4.99987,2.898e-09,24,0
181,10302.799999999997,10398.000000000002,5.00014,-1.2048e-08,24,0
182,10286.599999999997,10409.800000000001,5.00001,1.658e-09,25,0
183,10286.599999999997,10409.800000000001,4.99998,9.468e-09,25,0
184,10286.599999999997,10409.800000000001,4.99985,-2.324e-09,25,0
185,10286.599999999997,10409.800000000001,4.99995,-1.0524e-08,25,0
186,10286.599999999997,10409.800000000001,5.00025,3.528e-09,25,0
187,10286.599999999997,10409.800000000001,5.0001,7.125e-09,25,0
188,10269.999999999996,10420.800000000001,-0.00053,2.99985e-07,26,0
189,10269.999999999996,10420.800000000001,-0.00016,2.99987e-07,26,0
190,10269.999999999996,10420.800000000001,-0.00048,2.99988e-07,26,0
191,10269.999999999996,10420.800000000001,-0.00027,2.99988e-07,26,0
192,10269.999999999996,10420.800000000001,-0.00041,2.99987e-07,26,0
193,10269.999999999996,10420.800000000001,-0.00026,2.99987e-07,26,0
194,10269.999999999996,10420.800000000001,-0.00026,2.99986e-07,26,0
195,10252.799999999996,10431.400000000001,-0.0002,2.99988e-07,27,0
196,10252.799999999996,10431.400000000001,-0.0002,2.99988e-07,27,0
197,10252.799999999996,10431.400000000001,-0.00018,2.99988e-07,27,0
198,10252.799999999996,10431.400000000001,-0.0002,2.99988e-07,27,0
199,10252.799999999996,10431.400000000001,-0.00037,2.99988e-07,27,0
200,10252.799999999996,10431.400000000001,-8e-05,2.99987e-07,27,0
201,10252.799999999996,10431.400000000001,-0.00027,2.99985e-07,27,0
202,10235.399999999996,10441.2,-0.00026,2.99987e-07,28,0
203,10235.399999999996,10441.2,-0.00056,2.99988e-07,28,0
204,10235.399999999996,10441.2,-0.00019,2.99987e-07,28,0
205,10235.399999999996,10441.2,-0.00051,2.99987e-07,28,0
206,10235.399999999996,10441.2,-0.00013,2.99987e-07,28,0
207,10235.399999999996,10441.2,-0.00023,2.99988e-07,28,0
208,10235.399999999996,10441.2,-0.00017,2.99987e-07,28,0
209,10217.599999999997,10450.2,-0.00022,2.99988e-07,29,0
210,10217.599999999997,10450.2,-0.0003,2.99987e-07,29,0
211,10217.599999999997,10450.2,-0.00027,2.99987e-07,29,0
212,10217.599999999997,10450.2,-0.00024,2.99987e-07,29,0
213,10217.599999999997,10450.2,-0.00027,2.99987e-07,29,0
214,10217.599999999997,10450.2,-0.00026,2.99988e-07,29,0
215,10217.599999999997,10450.2,-0.00028,2.99987e-07,29,0
216,10199.399999999996,10450.2,-0.00028,2.99988e-07,29,0
217,10199.399999999996,10458.6,-0.00018,2.99987e-07,30,0
218,10199.399999999996,10458.6,-0.00053,2.99986e-07,30,0
219,10199.399999999996,10458.6,-0.00012,2.99986e-07,30,0
220,10199.399999999996,10458.6,-0.00021,2.99988e-07,30,0
221,10199.399999999996,10458.6,-0.00023,2.99987e-07,30,0
222,10199.399999999996,10458.6,-0.00047,2.99986e-07,30,0
223,10180.799999999996,10466.2,-0.00017,2.99988e-07,31,0
224,10180.799999999996,10466.2,-0.00034,2.99985e-07,31,0
225,10180.799999999996,10466.2,-0.0002,2.99987e-07,31,0
226,10180.799999999996,10466.2,-0.00029,2.99986e-07,31,0
227,10180.799999999996,10466.2,-0.00016,2.99987e-07,31,0
228,10180.799999999996,10466.2,-0.00041,2.99988e-07,31,0
229,10180.799999999996,10466.2,-0.00026,2.99987e-07,31,0
230,10180.799999999996,10466.2,-0.00034,2.99987e-07,31,0
231,10180.799999999996,10466.2,-0.00031,2.99988e-07,31,0
232,10180.799999999996,10466.2,-0.00023,2.99987e-07,31,0
233,10162.199999999995,10473.0,-0.0004,2.99988e-07,32,0
234,10162.199999999995,10473.0,-0.00021,2.99986e-07,32,0
235,10162.199999999995,10473.0,-0.00044,2.99986e-07,32,0
236,10162.199999999995,10473.0,0.48647,2.98612e-07,32,0
237,10162.199999999995,10473.0,4.9998,-4.01e-10,32,0
238,10162.199999999995,10473.0,5.00003,-9.814e-09,32,0
239,10162.199999999995,10473.0,5.00035,6.295e-09,32,0
240,10162.199999999995,10473.0,5.00001,8.75e-09,32,0
241,10162.199999999995,10473.0,4.99976,-5.689e-09,32,0
242,10142.999999999995,10479.2,5.0002,-1.1717e-08,33,0
243,10142.999999999995,10479.2,5.00017,1.5599e-08,33,0
244,10142.999999999995,10479.2,4.99986,6.722e-09,33,0
245,10142.999999999995,10479.2,4.9998,-1.3976e-08,33,0
246,10142.999999999995,10479.2,5.00027,-5.479e-09,33,0
247,10142.999999999995,10479.2,5.00007,1.3173e-08,33,0
248,10142.999999999995,10479.2,4.99989,6.728e-09,33,0
249,10142.999999999995,10479.2,4.9999,-1.1951e-08,33,0
250,10123.799999999994,10479.2,5.00015,-7.28e-10,33,0
251,10123.799999999994,10484.400000000001,4.9998,1.3309e-08,34,0
252,10123.799999999994,10484.400000000001,5.00005,5.82e-10,34,0
253,10123.799999999994,10484.400000000001,5.00004,-1.1549e-08,34,0
254,10123.799999999994,10484.400000000001,5.00012,2.913e-09,34,0
255,10123.799999999994,10484.400000000001,4.99993,1.1e-08,34,0
256,10123.799999999994,10484.400000000001,4.99985,-3.182e-09,34,0
257,10123.799999999994,10484.400000000001,5.00016,-1.1615e-08,34,0
258,10123.799999999994,10484.400000000001,5.00013,9.036e-09,34,0
259,10104.199999999993,10489.000000000002,5.0,8.241e-09,35,0
260,10104.199999999993,10489.000000000002,4.99982,-1.0079e-08,35,0
261,10104.199999999993,10489.000000000002,5.00029,-1.1902e-08,35,0
262,10104.199999999993,10489.000000000002,5.00013,1.509e-08,35,0
263,10104.199999999993,10489.000000000002,4.99993,6.86e-09,35,0
264,10104.199999999993,10489.000000000002,4.99999,-1.239e-08,35,0
265,10104.199999999993,10489.000000000002,5.00024,-5.88e-09,35,0
266,10084.599999999993,10492.800000000001,5.00008,1.4494e-08,36,0
267,10084.599999999993,10492.800000000001,4.9999,3.434e-09,36,0
268,10084.599999999993,10492.800000000001,5.00006,-1.226e-08,36,0
269,10084.599999999993,10492.800000000001,5.00012,-1.349e-09,36,0
270,10084.599999999993,10492.800000000001,4.99986,1.3382e-08,36,0
271,10084.599999999993,10492.800000000001,4.99994,-2.514e-09,36,0
272,10084.599999999993,10492.800000000001,4.99985,-9.505e-09,36,0
273,10064.799999999994,10495.800000000001,5.00025,1.565e-09,37,0
274,10064.799999999994,10495.800000000001,4.99996,7.751e-09,37,0
275,10064.799999999994,10495.800000000001,4.99982,-3.947e-09,37,0
276,10064.799999999994,10495.800000000001,5.00014,-1.035e-08,37,0
277,10064.799999999994,10495.800000000001,5.00026,9.624e-09,37,0
278,10064.799999999994,10495.800000000001,5.00006,1.0911e-08,37,0
279,10064.799999999994,10495.800000000001,4.99983,-1.2672e-08,37,0
280,10064.799999999994,10495.800000000001,5.00045,-1.2112e-08,37,0
281,10044.999999999995,10498.000000000002,5.00037,3.7205e-08,38,0
282,10044.999999999995,10498.000000000002,4.99957,8.224e-09,38,0
283,10044.999999999995,10498.000000000002,4.99998,-2.9377e-08,38,0
284,10044.999999999995,10498.000000000002,5.00064,1.57e-10,38,0
285,10044.999999999995,10498.000000000002,5.00002,3.4338e-08,38,0
286,10044.999999999995,10498.000000000002,4.99966,-8.93e-10,38,0
287,10044.999999999995,10498.000000000002,5.00001,-2.7876e-08,38,0
288,10024.999999999995,10499.400000000001,5.0004,6.551e-09,39,0
289,10024.999999999995,10499.400000000001,4.99969,1.9738e-08,39,0
290,10024.999999999995,10499.400000000001,4.99984,-5.815e-09,39,0
291,10024.999999999995,10499.400000000001,5.00016,-1.941e-08,39,0
292,10024.999999999995,10499.400000000001,5.00028,1.0222e-08,39,0
293,10024.999999999995,10499.400000000001,4.99999,1.4374e-08,39,0
294,10024.999999999995,10499.400000000001,4.99982,-1.432e-08,39,0
295,10004.999999999995,10500.000000000002,5.00036,-1.885e-08,40,0
296,10004.999999999995,10500.000000000002,5.00048,2.2766e-08,40,0
297,10004.999999999995,10500.000000000002,4.99996,1.3901e-08,40,0
298,10004.999999999995,10500.000000000002,4.9998,-2.0694e-08,40,0
299,10004.999999999995,10500.000000000002,5.00035,-8.5e-09,40,0
300,10004.999999999995,10500.000000000002,5.00005,2.5829e-08,40,0
301,10004.999999999995,10500.000000000002,4.99966,3.83e-09,40,0
302,10004.999999999995,10500.000000000002,4.99987,-2.106e-08,40,0
303,9984.999999999995,10499.800000000001,5.00031,8.7e-10,41,0
304,9984.999999999995,10499.800000000001,4.99978,2.6273e-08,41,0
305,9984.999999999995,10499.800000000001,4.99977,-2.617e-09,41,0
306,9984.999999999995,10499.800000000001,5.00005,-2.3889e-08,41,0
307,9984.999999999995,10499.800000000001,5.00032,1.069e-08,41,0
308,9984.999999999995,10499.800000000001,4.99981,1.8776e-08,41,0
309,9984.999999999995,10499.800000000001,4.99964,-1.2574e-08,41,0
310,9964.999999999995,10498.800000000001,5.0,-2.0638e-08,42,0
311,9964.999999999995,10498.800000000001,5.0003,1.7694e-08,42,0
312,9964.999999999995,10498.800000000001,5.0,1.2969e-08,42,0
313,9964.999999999995,10498.800000000001,4.9999,-2.0618e-08,42,0
314,9964.999999999995,10498.800000000001,5.00041,-1.5329e-08,42,0
315,9964.999999999995,10498.800000000001,5.0002,3.0415e-08,42,0
316,9964.999999999995,10498.800000000001,4.99972,1.2493e-08,42,0
317,9964.999999999995,10498.800000000001,4.99989,-2.6836e-08,42,0
318,9944.999999999995,10497.000000000002,5.00042,-6.269e-09,42,0
319,9944.999999999995,10497.000000000002,5.00008,3.0478e-08,43,0
320,9944.999999999995,10497.000000000002,4.99977,2.916e-09,43,0
321,9944.999999999995,10497.000000000002,4.99997,-2.6188e-08,43,0
322,9944.999999999995,10497.000000000002,5.00029,-1.036e-09,43,0
323,9944.999999999995,10497.000000000002,4.99982,1.6003e-08,43,0
324,9944.999999999995,10497.000000000002,4.99982,5.84e-10,43,0
325,9944.999999999995,10497.000000000002,4.99981,-1.6564e-08,43,0
326,9925.199999999995,10494.400000000001,5.00028,4.843e-09,44,0
327,9925.199999999995,10494.400000000001,5.00002,1.2075e-08,44,0
328,9925.199999999995,10494.400000000001,4.99968,-4.483e-09,44,0
329,9925.199999999995,10494.400000000001,5.00016,-1.6216e-08,44,0
330,9925.199999999995,10494.400000000001,5.00037,1.514e-08,44,0
331,9925.199999999995,10494.400000000001,4.99982,1.1198e-08,44,0
332,9925.199999999995,10494.400000000001,4.99999,-1.7151e-08,44,0
333,9905.599999999995,10491.000000000002,5.00039,-9.763e-09,45,0
334,9905.599999999995,10491.000000000002,5.00014,2.1505e-08,45,0
335,9905.599999999995,10491.000000000002,4.99976,5.644e-09,45,0
336,9905.599999999995,10491.000000000002,5.00003,-1.7905e-08,45,0
337,9905.599999999995,10491.000000000002,5.00021,-1.752e-09,45,0
338,9905.599999999995,10491.000000000002,5.00002,2.3361e-08,45,0
339,9905.599999999995,10491.000000000002,4.99968,3.01e-10,45,0
340,9885.999999999995,10486.800000000001,5.0,-1.8075e-08,46,0
341,9885.999999999995,10486.800000000001,5.0002,3.662e-09,46,0
342,9885.999999999995,10486.800000000001,4.99981,1.5867e-08,46,0
343,9885.999999999995,10486.800000000001,4.99983,-6.683e-09,46,0
344,9885.999999999995,10486.800000000001,-0.00026,2.99987e-07,46,0
345,9885.999999999995,10486.800000000001,-0.00036,2.99986e-07,46,0
346,9885.999999999995,10486.800000000001,-0.00027,2.99986e-07,46,0
347,9885.999999999995,10486.800000000001,-0.00037,2.99987e-07,46,0
348,9885.999999999995,10486.800000000001,-0.00013,2.99983e-07,46,0
349,9866.599999999995,10481.800000000001,-0.00021,2.99987e-07,47,0
350,9866.599999999995,10481.800000000001,-0.0002,2.99988e-07,47,0
351,9866.599999999995,10481.800000000001,-0.00018,2.99987e-07,47,0
352,9866.599999999995,10481.800000000001,-0.00024,2.99986e-07,47,0
353,9866.599999999995,10481.800000000001,-9e-05,2.99988e-07,47,0
354,9866.599999999995,10481.800000000001,-0.00024,2.99988e-07,47,0
355,9866.599999999995,10481.800000000001,-0.00017,2.99988e-07,47,0
356,9847.399999999994,10481.800000000001,-0.00026,2.99987e-07,47,0
357,9847.399999999994,10476.2,-0.00036,2.99988e-07,48,0
358,9847.399999999994,10476.2,4.41718,2.96608e-07,48,0
359,9847.399999999994,10476.2,5.00009,-1.643e-08,48,0
360,9847.399999999994,10476.2,5.00025,6.775e-09,48,0
361,9847.399999999994,10476.2,4.9997,1.5754e-08,48,0
362,9847.399999999994,10476.2,4.99986,-5.019e-09,48,0
363,9847.399999999994,10476.2,-0.00027,2.99988e-07,48,0
364,9847.399999999994,10476.2,-0.00043,2.99986e-07,48,0
365,9847.399999999994,10476.2,-0.00026,2.99988e-07,48,0
366,9828.399999999994,10469.6,-0.0004,2.99988e-07,49,0
367,9828.399999999994,10469.6,-0.00015,2.99988e-07,49,0
368,9828.399999999994,10469.6,-0.00047,2.99989e-07,49,0
369,9828.399999999994,10469.6,-0.0002,2.99987e-07,49,0
370,9828.399999999994,10469.6,-0.00028,2.99987e-07,49,0
371,9828.399999999994,10469.6,-0.00018,2.99987e-07,49,0
372,9828.399999999994,10469.6,-0.00032,2.99989e-07,49,0
373,9809.799999999994,10462.4,-0.0003,2.99987e-07,50,0
374,9809.799999999994,10462.4,-0.00022,2.99987e-07,50,0
375,9809.799999999994,10462.4,-0.00026,2.99989e-07,50,0
376,9809.799999999994,10462.4,4.99995,1.9672e-08,50,0
377,9809.799999999994,10462.4,4.99991,4.161e-09,50,0
378,9809.799999999994,10462.4,5.00008,-1.1767e-08,50,0
379,9809.799999999994,10462.4,5.00026,4.836e-09,50,0
380,9791.399999999994,10454.4,4.99989,1.4152e-08,51,0
381,9791.399999999994,10454.4,4.99995,-6.386e-09,51,0
382,9791.399999999994,10454.4,5.0001,-1.4379e-08,51,0
383,9791.399999999994,10454.4,5.00035,8.399e-09,51,0
384,9791.399999999994,10454.4,4.99986,7.172e-09,51,0
385,9791.399999999994,10454.4,4.9999,-1.025e-08,51,0
386,9791.399999999994,10454.4,5.00015,-1.3389e-08,51,0
387,9773.399999999994,10445.8,5.00012,1.5603e-08,52,0
388,9773.399999999994,10445.8,4.99992,8.935e-09,52,0
389,9773.399999999994,10445.8,4.99989,-1.0916e-08,52,0
390,9773.399999999994,10445.8,5.00035,-4.069e-09,52,0
391,9773.399999999994,10445.8,5.00007,1.5022e-08,52,0
392,9773.399999999994,10445.8,4.99999,2.022e-09,52,0
393,9773.399999999994,10445.8,4.9999,-1.3912e-08,52,0
394,9773.399999999994,10445.8,5.00035,-2.166e-09,52,0
395,9755.799999999994,10436.4,4.99981,1.7733e-08,53,0
396,9755.799999999994,10436.4,4.99989,-1.67e-10,53,0
397,9755.799999999994,10436.4,5.00007,-1.4688e-08,53,0
398,9755.799999999994,10436.4,5.00035,6.482e-09,53,0
399,9755.799999999994,10436.4,4.99986,1.5418e-08,53,0
400,9755.799999999994,10436.4,4.99978,-7.012e-09,53,0
401,9755.799999999994,10436.4,5.00006,-1.659e-08,53,0
402,9738.599999999993,10426.199999999999,5.00028,1.401e-08,54,0
403,9738.599999999993,10426.199999999999,4.99995,1.1353e-08,54,0
404,9738.599999999993,10426.199999999999,4.99989,-1.4258e-08,54,0
405,9738.599999999993,10426.199999999999,5.00039,-1.0618e-08,54,0
406,9738.599999999993,10426.199999999999,5.00023,1.888e-08,54,0
407,9738.599999999993,10426.199999999999,4.99985,8.697e-09,54,0
408,9721.599999999993,10415.4,4.99994,-1.8014e-08,55,0
409,9721.599999999993,10415.4,5.00038,-2.638e-09,55,0
410,9721.599999999993,10415.4,5.00012,2.073e-08,55,0
411,9721.599999999993,10415.4,4.99981,2.661e-09,55,0
412,9721.599999999993,10415.4,5.00009,-1.7565e-08,55,0
413,9721.599999999993,10415.4,5.00032,3.002e-09,55,0
414,9721.599999999993,10415.4,4.9999,1.7764e-08,55,0
415,9705.199999999993,10404.0,4.99972,-5.663e-09,56,0
416,9705.199999999993,10404.0,4.99999,-1.6052e-08,56,0
417,9705.199999999993,10404.0,5.00019,6.62e-09,56,0
418,9705.199999999993,10404.0,4.99987,1.2271e-08,56,0
419,9705.199999999993,10404.0,4.99978,-8.708e-09,56,0
420,9705.199999999993,10404.0,5.00019,-1.5949e-08,56,0
421,9689.399999999994,10404.0,5.00036,1.3847e-08,56,0
422,9689.399999999994,10391.8,4.99986,1.1549e-08,57,0
423,9689.399999999994,10391.8,4.99975,-1.3687e-08,57,0
424,9689.399999999994,10391.8,5.00027,-9.363e-09,57,0
