
0,126
-1,126
-2,126
-3,126
-4,126
-4,126
-5,126
-6,126
-7,125
-7,125
-8,125
-9,125
-10,125
-11,125
-11,125
-12,125
-13,125
-14,125
-15,125
-15,125
-16,125
-17,125
-18,124
-18,124
-19,124
-20,124
-21,124
-22,124
-22,124
-23,124
-24,123
-25,123
-25,123
-26,123
-27,123
-28,123
-29,122
-29,122
-30,122
-31,122
-32,122
-32,121
-33,121
-34,121
-35,121
-35,121
-36,120
-37,120
-38,120
-38,120
-39,119
-40,119
-41,119
-41,119
-42,118
-43,118
-44,118
-44,118
-45,117
-46,117
-47,117
-47,116
-48,116
-49,116
-50,115
-50,115
-51,115
-52,115
-52,114
-53,114
-54,114
-55,113
-55,113
-56,112
-57,112
-57,112
-58,111
-59,111
-59,111
-60,110
-61,110
-62,110
-62,109
-63,109
-64,108
-64,108
-65,108
-66,107
-66,107
-67,106
-68,106
-68,105
-69,105
-70,105
-70,104
-71,104
-72,103
-72,103
-73,102
-74,102
-74,101
-75,101
-75,100
-76,100
-77,100
-77,99
-78,99
-79,98
-79,98
-80,97
-80,97
-81,96
-82,96
-82,95
-83,95
-83,94
-84,93
-85,93
-85,92
-86,92
-86,91
-87,91
-87,90
-88,90
-89,89
-89,89
-90,88
-90,87
-91,87
-91,86
-92,86
-92,85
-93,85
-93,84
-94,83
-95,83
-95,82
-96,82
-96,81
-97,80
-97,80
-98,79
-98,79
-99,78
-99,77
-100,77
-100,76
-100,75
-101,75
-101,74
-102,74
-102,73
-103,72
-103,72
-104,71
-104,70
-105,70
-105,69
-105,68
-106,68
-106,67
-107,66
-107,66
-108,65
-108,64
-108,64
-109,63
-109,62
-110,62
-110,61
-110,60
-111,59
-111,59
-111,58
-112,57
-112,57
-112,56
-113,55
-113,55
-114,54
-114,53
-114,52
-115,52
-115,51
-115,50
-115,50
-116,49
-116,48
-116,47
-117,47
-117,46
-117,45
-118,44
-118,44
-118,43
-118,42
-119,41
-119,41
-119,40
-119,39
-120,38
-120,38
-120,37
-120,36
-121,35
-121,35
-121,34
-121,33
-121,32
-122,32
-122,31
-122,30
-122,29
-122,29
-123,28
-123,27
-123,26
-123,25
-123,25
-123,24
-124,23
-124,22
-124,22
-124,21
-124,20
-124,19
-124,18
-124,18
-125,17
-125,16
-125,15
-125,15
-125,14
-125,13
-125,12
-125,11
-125,11
-125,10
-125,9
-125,8
-125,7
-125,7
-126,6
-126,5
-126,4
-126,4
-126,3
-126,2
-126,1
-126,0
-126,0
-126,-1
-126,-2
-126,-3
-126,-4
-126,-4
-126,-5
-126,-6
-125,-7
-125,-7
-125,-8
-125,-9
-125,-10
-125,-11
-125,-11
-125,-12
-125,-13
-125,-14
-125,-15
-125,-15
-125,-16
-125,-17
-124,-18
-124,-18
-124,-19
-124,-20
-124,-21
-124,-22
-124,-22
-124,-23
-123,-24
-123,-25
-123,-25
-123,-26
-123,-27
-123,-28
-122,-29
-122,-29
-122,-30
-122,-31
-122,-32
-121,-32
-121,-33
-121,-34
-121,-35
-121,-35
-120,-36
-120,-37
-120,-38
-120,-38
-119,-39
-119,-40
-119,-41
-119,-41
-118,-42
-118,-43
-118,-44
-118,-44
-117,-45
-117,-46
-117,-47
-116,-47
-116,-48
-116,-49
-115,-50
-115,-50
-115,-51
-115,-52
-114,-52
-114,-53
-114,-54
-113,-55
-113,-55
-112,-56
-112,-57
-112,-57
-111,-58
-111,-59
-111,-59
-110,-60
-110,-61
-110,-62
-109,-62
-109,-63
-108,-64
-108,-64
-108,-65
-107,-66
-107,-66
-106,-67
-106,-68
-105,-68
-105,-69
-105,-70
-104,-70
-104,-71
-103,-72
-103,-72
-102,-73
-102,-74
-101,-74
-101,-75
-100,-75
-100,-76
-100,-77
-99,-77
-99,-78
-98,-79
-98,-79
-97,-80
-97,-80
-96,-81
-96,-82
-95,-82
-95,-83
-94,-83
-93,-84
-93,-85
-92,-85
-92,-86
-91,-86
-91,-87
-90,-87
-90,-88
-89,-89
-89,-89
-88,-90
-87,-90
-87,-91
-86,-91
-86,-92
-85,-92
-85,-93
-84,-93
-83,-94
-83,-95
-82,-95
-82,-96
-81,-96
-80,-97
-80,-97
-79,-98
-79,-98
-78,-99
-77,-99
-77,-100
-76,-100
-75,-100
-75,-101
-74,-101
-74,-102
-73,-102
-72,-103
-72,-103
-71,-104
-70,-104
-70,-105
-69,-105
-68,-105
-68,-106
-67,-106
-66,-107
-66,-107
-65,-108
-64,-108
-64,-108
-63,-109
-62,-109
-62,-110
-61,-110
-60,-110
-59,-111
-59,-111
-58,-111
-57,-112
-57,-112
-56,-112
-55,-113
-55,-113
-54,-114
-53,-114
-52,-114
-52,-115
-51,-115
-50,-115
-50,-115
-49,-116
-48,-116
-47,-116
-47,-117
-46,-117
-45,-117
-44,-118
-44,-118
-43,-118
-42,-118
-41,-119
-41,-119
-40,-119
-39,-119
-38,-120
-38,-120
-37,-120
-36,-120
-35,-121
-35,-121
-34,-121
-33,-121
-32,-121
-32,-122
-31,-122
-30,-122
-29,-122
-29,-122
-28,-123
-27,-123
-26,-123
-25,-123
-25,-123
-24,-123
-23,-124
-22,-124
-22,-124
-21,-124
-20,-124
-19,-124
-18,-124
-18,-124
-17,-125
-16,-125
-15,-125
-15,-125
-14,-125
-13,-125
-12,-125
-11,-125
-11,-125
-10,-125
-9,-125
-8,-125
-7,-125
-7,-125
-6,-126
-5,-126
-4,-126
-4,-126
-3,-126
-2,-126
-1,-126
0,-126
0,-126
1,-126
2,-126
3,-126
4,-126
4,-126
5,-126
6,-126
7,-125
7,-125
8,-125
9,-125
10,-125
11,-125
11,-125
12,-125
13,-125
14,-125
15,-125
15,-125
16,-125
17,-125
18,-124
18,-124
19,-124
20,-124
21,-124
22,-124
22,-124
23,-124
24,-123
25,-123
25,-123
26,-123
27,-123
28,-123
29,-122
29,-122
30,-122
31,-122
32,-122
32,-121
33,-121
34,-121
35,-121
35,-121
36,-120
37,-120
38,-120
38,-120
39,-119
40,-119
41,-119
41,-119
42,-118
43,-118
44,-118
44,-118
45,-117
46,-117
47,-117
47,-116
48,-116
49,-116
50,-115
50,-115
51,-115
52,-115
52,-114
53,-114
54,-114
55,-113
55,-113
56,-112
57,-112
57,-112
58,-111
59,-111
59,-111
60,-110
61,-110
62,-110
62,-109
63,-109
64,-108
64,-108
65,-108
66,-107
66,-107
67,-106
68,-106
68,-105
69,-105
70,-105
70,-104
71,-104
72,-103
72,-103
73,-102
74,-102
74,-101
75,-101
75,-100
76,-100
77,-100
77,-99
78,-99
79,-98
79,-98
80,-97
80,-97
81,-96
82,-96
82,-95
83,-95
83,-94
84,-93
85,-93
85,-92
86,-92
86,-91
87,-91
87,-90
88,-90
89,-89
89,-89
90,-88
90,-87
91,-87
91,-86
92,-86
92,-85
93,-85
93,-84
94,-83
95,-83
95,-82
96,-82
96,-81
97,-80
97,-80
98,-79
98,-79
99,-78
99,-77
100,-77
100,-76
100,-75
101,-75
101,-74
102,-74
102,-73
103,-72
103,-72
104,-71
104,-70
105,-70
105,-69
105,-68
106,-68
106,-67
107,-66
107,-66
108,-65
108,-64
108,-64
109,-63
109,-62
110,-62
110,-61
110,-60
111,-59
111,-59
111,-58
112,-57
112,-57
112,-56
113,-55
113,-55
114,-54
114,-53
114,-52
115,-52
115,-51
115,-50
115,-50
116,-49
116,-48
116,-47
117,-47
117,-46
117,-45
118,-44
118,-44
118,-43
118,-42
119,-41
119,-41
119,-40
119,-39
120,-38
120,-38
120,-37
120,-36
121,-35
121,-35
121,-34
121,-33
121,-32
122,-32
122,-31
122,-30
122,-29
122,-29
123,-28
123,-27
123,-26
123,-25
123,-25
123,-24
124,-23
124,-22
124,-22
124,-21
124,-20
124,-19
124,-18
124,-18
125,-17
125,-16
125,-15
125,-15
125,-14
125,-13
125,-12
125,-11
125,-11
125,-10
125,-9
125,-8
125,-7
125,-7
126,-6
126,-5
126,-4
126,-4
126,-3
126,-2
126,-1
126,0
126,0
126,1
126,2
126,3
126,4
126,4
126,5
126,6
125,7
125,7
125,8
125,9
125,10
125,11
125,11
125,12
125,13
125,14
125,15
125,15
125,16
125,17
124,18
124,18
124,19
124,20
124,21
124,22
124,22
124,23
123,24
123,25
123,25
123,26
123,27
123,28
122,29
122,29
122,30
122,31
122,32
121,32
121,33
121,34
121,35
121,35
120,36
120,37
120,38
120,38
119,39
119,40
119,41
119,41
118,42
118,43
118,44
118,44
117,45
117,46
117,47
116,47
116,48
116,49
115,50
115,50
115,51
115,52
114,52
114,53
114,54
113,55
113,55
112,56
112,57
112,57
111,58
111,59
111,59
110,60
110,61
110,62
109,62
109,63
108,64
108,64
108,65
107,66
107,66
106,67
106,68
105,68
105,69
105,70
104,70
104,71
103,72
103,72
102,73
102,74
101,74
101,75
100,75
100,76
100,77
99,77
99,78
98,79
98,79
97,80
97,80
96,81
96,82
95,82
95,83
94,83
93,84
93,85
92,85
92,86
91,86
91,87
90,87
90,88
89,89
89,89
88,90
87,90
87,91
86,91
86,92
85,92
85,93
84,93
83,94
83,95
82,95
82,96
81,96
80,97
80,97
79,98
79,98
78,99
77,99
77,100
76,100
75,100
75,101
74,101
74,102
73,102
72,103
72,103
71,104
70,104
70,105
69,105
68,105
68,106
67,106
66,107
66,107
65,108
64,108
64,108
63,109
62,109
62,110
61,110
60,110
59,111
59,111
58,111
57,112
57,112
56,112
55,113
55,113
54,114
53,114
52,114
52,115
51,115
50,115
50,115
49,116
48,116
47,116
47,117
46,117
45,117
44,118
44,118
43,118
42,118
41,119
41,119
40,119
39,119
38,120
38,120
37,120
36,120
35,121
35,121
34,121
33,121
32,121
32,122
31,122
30,122
29,122
29,122
28,123
27,123
26,123
25,123
25,123
24,123
23,124
22,124
22,124
21,124
20,124
19,124
18,124
18,124
17,125
16,125
15,125
15,125
14,125
13,125
12,125
11,125
11,125
10,125
9,125
8,125
7,125
7,125
6,126
5,126
4,126
4,126
3,126
2,126
1,126
0,126
